"PT. SARWA MANGGALLA RAYA";;;;;;;;;;;;;;;;
"Ringkasan Daftar Pesanan Penjualan";;;;;;;;;;;;;;;;
"Dari 01 Aug 2023 ke 18 Aug 2023";;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;
"Tgl Pesan";;"";"No. Pesanan";"";"No. Pelanggan";"";"Nama Pelanggan";"";"Status";"";"No. PO";"";"Jumlah";"";"Keterangan";"";
;;;;;;;;;
"18 Agu 2023";;"SO/SMR/SF/BDG/23/VIII/0875";"8886093-BDG";"APOTEK SUMBER SARI";"Mengantri";"";"581,678.00";"STOK PANEL BANDUNGTGL 18 AGUSTUS 2023";
;;
"18 Agu 2023";;"SO/SMR/SF/BDG/23/VIII/0874";"8886093-BDG";"APOTEK SUMBER SARI";"Mengantri";"";"59,600.00";"STOK PANEL BANDUNGTGL 18 AGUSTUS 2023";
;;
"18 Agu 2023";;"SO/SMR/SF/BDG/23/VIII/0873";"9219328-BDG";"APOTEK UGIH";"Mengantri";"144423081800000376";"99,000.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3886";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Terproses";"";"189,596.88";"UNTUK TO. DAN KOSMETIK FADIL(SW-2568)";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3885";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Terproses";"";"34,498.80";"";
;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3884";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Terproses";"";"31,599.48";"STOK PANEL JAKARTA18 AGUSTUS 2023";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3883";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Terproses";"";"1,590,152.70";"STOK PANEL JAKARTA18 AGUSTUS 2023";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3882";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Terproses";"";"299,711.10";"STOK PT TIRTA SURYA SEJAHTERA";
;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3881";"9066663";"TO. DAN KOSMETIK GRANDMODERN";"Terproses";"2FF123081800007580";"127,500.00";"";
;;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3880";"11675171";"TO. DAN KOSMETIK CEMPAKA";"Terproses";"2FF123081800007578S";"127,500.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3879";"PNL-16450274";"APOTEK SWADAYA SEHAT";"Mengantri";"";"55,682.04";"STOK PANEL JAKARTATGL 16 AGUSTUS 2023";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3878";"12093700";"TO. DAN KOSMETIK ARMED";"Mengantri";"2FF123081800007577";"173,517.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3877";"15564502";"APOTEK SAS FARMA";"Terproses";"2FF123081800007575";"6,025,000.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3876";"9630176";"APOTEK ADUA";"Terproses";"2FF123081800007573";"277,350.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3875";"12093700";"TO. DAN KOSMETIK ARMED";"Terproses";"2FF123081800007574";"99,000.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3874";"4806117";"APOTEK PATRIOT";"Terproses";"2FF123081800007572";"127,500.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3873";"16084128";"APOTEK ZEE33";"Terproses";"DE9B23081800006924";"127,500.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3872";"8853389";"TO. ARISTA JAYA";"Terproses";"DE9B23081800006926";"127,500.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3871";"8281973";"APOTEK RF FARMA";"Terproses";"6EA423081800001889";"174,000.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3870";"16908298";"TO. NAUREEN FARMA";"Terproses";"992323081800005428";"88,434.00";"";
;;
"18 Agu 2023";;"SO/SMR/SF/23/VIII/3869";"16624945";"APOTEK ASKALA FARMA";"Terproses";"9ECB23081800001356";"226,500.00";"";
;;
"";;;;;;;;;;;;;;;;
"Cetak di 18 Agu 2023 - 14:39";;;;;;;;;;;;;;;;
"(1)";;;;;;;;;;;;;;;;
"PT. SARWA MANGGALLA RAYA";;;;;;;;;;;;;;;;
"Ringkasan Daftar Pesanan Penjualan";;;;;;;;;;;;;;;;
"Dari 01 Aug 2023 ke 18 Aug 2023";;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;
"Tgl Pesan";;"";"No. Pesanan";"";"No. Pelanggan";"";"Nama Pelanggan";"";"Status";"";"No. PO";"";"Jumlah";"";"Keterangan";"";
;;;;;;;;;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1950";"MT-SAT012";"PT. SUMBER ALFARIA TRIJAYATBK";"Terproses";"QZ01POH23004882";"2,516,088.83";"";
;;;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1949";"MT-IDM012";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N12349  ";"6,706,620.00";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1948";"MT-IDM028";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N04340  ";"3,746,111.25";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1947";"MT-IDM004";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N09820  ";"7,492,222.50";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1946";"MT-IDM004";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N09819  ";"6,706,620.00";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1945";"MT-IDM007";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N05506  ";"3,746,111.25";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1944";"MT-IDM007";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N05504  ";"6,706,620.00";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1943";"MT-IDM006";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N07534  ";"3,895,955.70";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1942";"MT-IDM006";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N07531  ";"6,974,884.80";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1941";"MT-IDM003";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N03682  ";"3,746,111.25";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1940";"MT-IDM008";"PT. INDOMARCO PRISMATAMA";"Terproses";"HH8N04965  ";"3,746,111.25";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1939";"MT-IDG012";"PT. INTI CAKRAWALA CITRA";"Terproses";"HH8N22252  ";"361,500.00";"";
;
"18 Agu 2023";;"SO/SMR/MT/23/VIII/1938";"MT-IDG026";"PT. INTI CAKRAWALA CITRA";"Mengantri";"HH8N21474  ";"3,504,360.00";"";
