no_PO,no_SJ,customer_name,delivery_time
RH4N87711,SJ/SMR/MT/23/IV/0887,IDM BANDUNG,2023-04-27
RH4N86700,SJ/SMR/MT/23/IV/0888,IDM KLATEN,2023-04-27
RH4N84030,SJ/SMR/MT/23/IV/0889,IDM LAMPUNG,2023-04-27
RH4N80189,SJ/SMR/MT/23/IV/0890,IDM JAKARTA 2,2023-04-27
RH4N80194,SJ/SMR/MT/23/IV/0891,IDM JAKARTA 1,2023-04-27
RH4N77508,SJ/SMR/MT/23/IV/0892,IDM BOGOR 2,2023-04-27
RH4N77513,SJ/SMR/MT/23/IV/0893,IDM BOGOR 1,2023-04-27
MH4N24609,SJ/SMR/MT/23/IV/0895,IDG KEMAYORAN,2023-04-27
MH4N23665,SJ/SMR/MT/23/IV/0896,IDG PONTIANAK,2023-04-27
RH4N86275,SJ/SMR/MT/23/IV/0897,IDM CIREBON,2023-04-27
RH4N93690,SJ/SMR/MT/23/IV/0885,IDG BOGOR,2023-04-27
3H5N24935,SJ/SMR/MT/23/V/0949,IDG SOLO,2023-05-03
SH4N21689,Sj/SMR/MT/23/V/0927,IDM PARUNG,2023-05-02
SH4N21613,Sj/SMR/MT/23/V/0928,IDM TANGERANG 2,2023-05-02
1H5N72930,Sj/SMR/MT/23/V/0931,IDG CIPINANG,2023-05-02
1H5N72199,Sj/SMR/MT/23/V/0932,IDG CIPINANG,2023-05-02
1H5N78947,Sj/SMR/MT/23/V/0933,IDG CIPUTAT,2023-05-02
1H5N84004,Sj/SMR/MT/23/V/0934,IDG KEMAYORAN,2023-05-02
1H5N85091,Sj/SMR/MT/23/V/0935,IDG KARAWANG,2023-05-02
TH4N61453,Sj/SMR/MT/23/V/0936,IDG BOGOR,2023-05-02
TH4N59920,Sj/SMR/MT/23/V/0938,IDM PONTIANAK BARU,2023-05-02
TH4N59920,Sj/SMR/MT/23/V/0938,IDM PONTIANAK BARU,2023-05-02
3H5N29303,SJ/SMR/MT/23/V/0953,IDG KEMAYORAN,2023-05-04
4H5N56795,SJ/SMR/MT/23/V/0960,IDG KARAWANG,2023-05-04
4H5N55201,SJ/SMR/MT/23/V/0961,IDG KEMAYORAN,2023-05-04
4H5N48061,SJ/SMR/MT/23/V/0962,IDM LEBAK,2023-05-04
4H5N45474,SJ/SMR/MT/23/V/0963,IDM TANGERANG 1,2023-05-04
4H5N45474,SJ/SMR/MT/23/V/0963,IDM TANGERANG 1,2023-05-04
4H5N45474,SJ/SMR/MT/23/V/0963,IDM TANGERANG 1,2023-05-04
4H5N45488,SJ/SMR/MT/23/V/0964,IDM TANGERANG 1,2023-05-04
4H5N44283,SJ/SMR/MT/23/V/0965,IDM KLATEN,2023-05-04
4H5N51125,SJ/SMR/MT/23/V/0966,IDG SAMARINDA,2023-05-04
4H5N51125,SJ/SMR/MT/23/V/0966,IDG SAMARINDA,2023-05-04
4H5N39378,SJ/SMR/MT/23/V/0967,IDM BOGOR 1,2023-05-04
4H5N39378,SJ/SMR/MT/23/V/0967,IDM BOGOR 1,2023-05-04
4H5N39428,SJ/SMR/MT/23/V/0968,IDM BOGOR 1,2023-05-04
4H5N41315,SJ/SMR/MT/23/V/0969,IDM BEKASI,2023-05-04
4H5N41357,SJ/SMR/MT/23/V/0970,IDM BEKASI,2023-05-04
4H5N41573,SJ/SMR/MT/23/V/0971,IDM JAKARTA 1,2023-05-04
4H5N38302,SJ/SMR/MT/23/V/0972,IDM BENGKULU,2023-05-04
4H5N33556,SJ/SMR/MT/23/V/0973,IDM BOGOR 2,2023-05-04
4H5N33564,SJ/SMR/MT/23/V/0974,IDM BOGOR 2,2023-05-04
5H5N74645,SJ/SMR/MT/23/V/0982,IDM CIREBON,2023-05-05
5H5N74645,SJ/SMR/MT/23/V/0982,IDM CIREBON,2023-05-05
5H5N6004,SJ/SMR/MT/23/V/0983,IDM GRESIK,2023-05-05
6H5N15828,SJ/SMR/MT/23/V/0995,IDG SEMARANG,2023-05-08
9H5N61515,SJ/SMR/MT/23/V/1007,IDG LAMPUNG,2023-05-09
AH5N74041,SJ/SMR/MT/23/V/1031,IDM BANDUNG,2023-05-10
BH5N16671,SJ/SMR/MT/23/V/1051,IDG CIPUTAT,2023-05-11
BH5N07860,SJ/SMR/MT/23/V/1052,IDM SEMARANG,2023-05-11
BH5N02642,SJ/SMR/MT/23/V/1053,IDM TANGERANG 2,2023-05-11
BH5N05209,SJ/SMR/MT/23/V/1054,IDM BANDUNG,2023-05-11
BH5N06182,SJ/SMR/MT/23/V/1055,IDM PARUNG,2023-05-11
BH5N02918,SJ/SMR/MT/23/V/1056,IDM BOGOR 2,2023-05-11
BH5N02920,SJ/SMR/MT/23/V/1057,IDM BOGOR 2,2023-05-11
8H5N32453,SJ/SMR/MT/23/V/0997,IDG KARAWANG,2023-05-08
DH5N64020,SJ/SMR/MT/23/V/1078,IDM MALANG,2023-05-16
DH5N64020,SJ/SMR/MT/23/V/1078,IDM MALANG,2023-05-16
DH5N64020,SJ/SMR/MT/23/V/1078,IDM MALANG,2023-05-16
DH5N65462,SJ/SMR/MT/23/V/1077,IDM SURABAYA,2023-05-16
DH5N71946,SJ/SMR/MT/23/V/1076,IDM PONTIANAK BARU,2023-05-16
DH5N71946,SJ/SMR/MT/23/V/1076,IDM PONTIANAK BARU,2023-05-16
DH5N80264,SJ/SMR/MT/23/V/1075,IDG SEMARANG,2023-05-15
DH5N80264,SJ/SMR/MT/23/V/1075,IDG SEMARANG,2023-05-15
IH5N77021,SJ/SMR/MT/23/V/1103,IDM BOGOR 2,2023-05-19
IH5N80397,SJ/SMR/MT/23/V/1104,IDM JAKARTA 1,2023-05-22
IH5N84636,SJ/SMR/MT/23/V/1101,IDM LAMPUNG,2023-05-22
IH5N81457,SJ/SMR/MT/23/V/1102,IDM JEMBER,2023-05-22
IH5N95366,SJ/SMR/MT/23/V/1100,IDG SAMARINDA,2023-05-19
IH5N95366,SJ/SMR/MT/23/V/1100,IDG SAMARINDA,2023-05-19
IH5N00498,SJ/SMR/MT/23/V/1098,IDG KEMAYORAN,2023-05-19
IH5N94825,SJ/SMR/MT/23/V/1099,IDG CIPUTAT,2023-05-19
MH5N56182,SJ/SMR/MT/23/V/1120,IDG KEMAYORAN,2023-05-22
KH5N41341,SJ/SMR/MT/23/V/1122,IDG SOLO,2023-05-22
NH5N92192,SJ/SMR/MT/23/V/1131,IDG LAMPUNG,2023-05-23
NH5N92192,SJ/SMR/MT/23/V/1131,IDG LAMPUNG,2023-05-23
PH5N46795,SJ/SMR/MT/23/V/1157,IDG KEMAYORAN,2023-05-25
PH5N36148,SJ/SMR/MT/23/V/1158,IDM JEMBER,2023-05-25
PH5N35815,SJ/SMR/MT/23/V/1159,IDM PALEMBANG,2023-05-25
PH5N35976,SJ/SMR/MT/23/V/1160,IDM TANGERANG 1,2023-05-25
PH5N34793,SJ/SMR/MT/23/V/1161,IDM KLATEN,2023-05-25
PH5N33808,SJ/SMR/MT/23/V/1162,IDM SURABAYA,2023-05-25
PH5N52373,SJ/SMR/MT/23/V/1171,IDM PALOPO,2023-05-25
MH5N50252,SJ/SMR/MT/23/V/1121,IDG CIPUTAT,2023-05-22
QH5N63065,SJ/SMR/MT/23/V/1175,IDM LEBAK,2023-05-26
QH5N63734,SJ/SMR/MT/23/V/1176,IDM GRESIK,2023-05-26
TH5N23175,SJ/SMR/MT/23/V/1186,IDG CIPUTAT,2023-05-29
RH5N07184,SJ/SMR/MT/23/V/1187,IDM PONTIANAK BARU,2023-05-29
RH5N07184,SJ/SMR/MT/23/V/1187,IDM PONTIANAK BARU,2023-05-29
RH5N07184,SJ/SMR/MT/23/V/1187,IDM PONTIANAK BARU,2023-05-29
RH5N99795,SJ/SMR/MT/23/V/1188,IDM CIREBON,2023-05-29
RH5N99795,SJ/SMR/MT/23/V/1188,IDM CIREBON,2023-05-29
RH5N98052,SJ/SMR/MT/23/V/1189,IDM LAMPUNG,2023-05-29
UH5N43843,SJ/SMR/MT/23/V/1191,IDM BANDUNG,2023-05-31
1H6N37457,SJ/SMR/MT/23/VI/1208,IDG KARAWANG,2023-06-02
5H6N98895,SJ/SMR/MT/23/VI/1242,IDG KARAWANG,2023-06-05
5H6N97932,SJ/SMR/MT/23/VI/1243,IDG KEMAYORAN,2023-06-05
3H6N83598,SJ/SMR/MT/23/VI/1244,IDG SOLO,2023-06-05
1H6N26237,SJ/SMR/MT/23/VI/1210,IDG CIPUTAT,2023-06-02
1H6N25651,SJ/SMR/MT/23/VI/1211,IDG SAMARINDA,2023-06-02
1H6N12951,SJ/SMR/MT/23/VI/1212,IDM SURABAYA,2023-06-02
1H6N12951,SJ/SMR/MT/23/VI/1212,IDM SURABAYA,2023-06-02
1H6N17840,SJ/SMR/MT/23/VI/1213,IDM TANGERANG 2,2023-06-02
1H6N14841,SJ/SMR/MT/23/VI/1214,IDM PALEMBANG,2023-06-02
1H6N10738,SJ/SMR/MT/23/VI/1215,IDM GRESIK,2023-06-02
1H6N10738,SJ/SMR/MT/23/VI/1215,IDM GRESIK,2023-06-02
1H6N12553,SJ/SMR/MT/23/VI/1216,IDM BANDUNG,2023-06-02
1H6N17522,SJ/SMR/MT/23/VI/1217,IDM SEMARANG,2023-06-02
1H6N17522,SJ/SMR/MT/23/VI/1217,IDM SEMARANG,2023-06-02
1H6N10843,SJ/SMR/MT/23/VI/1218,IDM KLATEN,2023-06-02
1H6N11076,SJ/SMR/MT/23/VI/1219,IDM BOGOR 1,2023-06-02
1H6N18184,SJ/SMR/MT/23/VI/1220,IDM MALANG,2023-06-02
1H6N09270,SJ/SMR/MT/23/VI/1221,IDM TANGERANG 1,2023-06-02
6H6N18752,SJ/SMR/MT/23/VI/1254,IDM MALANG,2023-06-08
7H6N47786,SJ/SMR/MT/23/VI/1262,IDM JOMBANG,2023-06-08
7H6N47590,SJ/SMR/MT/23/VI/1263,IDM CIREBON,2023-06-08
7H6N47590,SJ/SMR/MT/23/VI/1263,IDM CIREBON,2023-06-08
7H6N64692,Sj/SMR/MT/23/VI/1267,IDG SAMARINDA,2023-06-08
8H6N78400,Sj/SMR/MT/23/VI/1275,IDM PALEMBANG,2023-06-08
8H6N78400,Sj/SMR/MT/23/VI/1275,IDM PALEMBANG,2023-06-08
8H6N84569,Sj/SMR/MT/23/VI/1276,IDG CIPUTAT,2023-06-08
8H6N75583,Sj/SMR/MT/23/VI/1277,IDM BOGOR 1,2023-06-08
8H6N77186,Sj/SMR/MT/23/VI/1278,IDM TANGERANG 2,2023-06-08
8H6N84960,Sj/SMR/MT/23/VI/1279,IDG SAMARINDA,2023-06-08
8H6N72549,Sj/SMR/MT/23/VI/1280,IDM SURABAYA,2023-06-08
8H6N72549,Sj/SMR/MT/23/VI/1280,IDM SURABAYA,2023-06-08
8H6N77454,Sj/SMR/MT/23/VI/1281,IDM LAMPUNG,2023-06-08
8H6N78943,Sj/SMR/MT/23/VI/1282,IDM PEKANBARU,2023-06-08
8H6N78943,Sj/SMR/MT/23/VI/1282,IDM PEKANBARU,2023-06-08
8H6N73027,Sj/SMR/MT/23/VI/1283,IDM BEKASI,2023-06-08
8H6N73032,Sj/SMR/MT/23/VI/1284,IDM BEKASI,2023-06-08
DH6N01877,SJ/SMR/MT/23/VI/1311,IDG JAMBI,2023-06-13
DH6N82276,SJ/SMR/MT/23/VI/1316,IDM GRESIK,2023-06-13
DH6N82276,SJ/SMR/MT/23/VI/1316,IDM GRESIK,2023-06-13
DH6N86153,SJ/SMR/MT/23/VI/1317,IDM MALANG,2023-06-13
DH6N86153,SJ/SMR/MT/23/VI/1317,IDM MALANG,2023-06-13
DH6N02168,SJ/SMR/MT/23/VI/1320,IDG JAMBI,2023-06-13
CH6N66937,SJ/SMR/MT/23/VI/1302,IDG KEMAYORAN,2023-06-12
CH6N69831,SJ/SMR/MT/23/VI/1307,IDG JAMBI,2023-06-12
HH6N10052,SJ/SMR/MT/23/VI/1368,IDM PONTIANAK BARU,2023-06-19
HH6N10052,SJ/SMR/MT/23/VI/1368,IDM PONTIANAK BARU,2023-06-19
JH6N41344,SJ/SMR/MT/23/VI/1370,IDG JAMBI,2023-06-19
GH6N66861,SJ/SMR/MT/23/VI/1353,IDM PARUNG,2023-06-16
GH6N66862,SJ/SMR/MT/23/VI/1354,IDM PARUNG,2023-06-16
MH5N60507,SJ/SMR/MT/23/VI/1145,IDG YOGYA,2023-06-20
KH6N65123,SJ/SMR/MT/23/VI/1375,IDG BANJARMASIN,2023-06-20
KH6N58458,SJ/SMR/MT/23/VI/1376,IDM GRESIK,2023-06-20
KH6N58458,SJ/SMR/MT/23/VI/1376,IDM GRESIK,2023-06-20
KH6N61801,SJ/SMR/MT/23/VI/1377,IDM PALEMBANG,2023-06-20
FH6N45100,SJ/SMR/MT/23/VI/1331,IDM SURABAYA,2023-06-15
FH6N43726,SJ/SMR/MT/23/VI/1332,IDM JAKARTA 1,2023-06-15
FH6N42730,SJ/SMR/MT/23/VI/1333,IDM PARUNG,2023-06-15
FH6N42730,SJ/SMR/MT/23/VI/1333,IDM PARUNG,2023-06-15
FH6N41573,SJ/SMR/MT/23/VI/1334,IDM BEKASI,2023-06-15
FH6N41573,SJ/SMR/MT/23/VI/1334,IDM BEKASI,2023-06-15
FH6N41574,SJ/SMR/MT/23/VI/1335,IDM BEKASI,2023-06-15
FH6N41319,SJ/SMR/MT/23/VI/1336,IDM JEMBER,2023-06-15
FH6N40529,SJ/SMR/MT/23/VI/1337,IDM MEDAN,2023-06-15
FH6N38304,SJ/SMR/MT/23/VI/1338,IDM PALOPO,2023-06-15
FH6N39504,SJ/SMR/MT/23/VI/1339,IDM TANGERANG 1,2023-06-15
FH6N39505,SJ/SMR/MT/23/VI/1340,IDM TANGERANG 1,2023-06-15
FH6N37375,SJ/SMR/MT/23/VI/1341,IDM KLATEN,2023-06-15
FH6N37378,SJ/SMR/MT/23/VI/1342,IDM KLATEN,2023-06-15
FH6N39307,SJ/SMR/MT/23/VI/1343,IDM BANDUNG,2023-06-15
FH6N36819,SJ/SMR/MT/23/VI/1344,IDM LEBAK,2023-06-15
FH6N38601,SJ/SMR/MT/23/VI/1345,IDM PALEMBANG,2023-06-15
FH6N38604,SJ/SMR/MT/23/VI/1346,IDM PALEMBANG,2023-06-15
FH6N38604,SJ/SMR/MT/23/VI/1346,IDM PALEMBANG,2023-06-15
NH6N44732,SJ/SMR/MT/23/VI/1410,IDM GRESIK,2023-06-23
NH6N39536,SJ/SMR/MT/23/VI/1411,IDM PONTIANAK BARU,2023-06-23
NH6N39537,SJ/SMR/MT/23/VI/1412,IDM PONTIANAK BARU,2023-06-23
MH6N30606,SJ/SMR/MT/23/VI/1393,IDG KEMAYORAN,2023-06-22
MH6N21433,SJ/SMR/MT/23/VI/1395,IDM SURABAYA,2023-06-22
MH6N20747,SJ/SMR/MT/23/VI/1396,IDM SEMARANG,2023-06-22
MH6N23829,SJ/SMR/MT/23/VI/1397,IDG CIPUTAT,2023-06-22
MH6N22052,SJ/SMR/MT/23/VI/1398,IDM TANGERANG 2,2023-06-22
MH6N22054,SJ/SMR/MT/23/VI/1399,IDM TANGERANG 2,2023-06-22
MH6N24305,SJ/SMR/MT/23/VI/1400,IDG SAMARINDA,2023-06-22
MH6N12427,SJ/SMR/MT/23/VI/1401,IDM BANDUNG,2023-06-22
MH6N15075,SJ/SMR/MT/23/VI/1402,IDM PEKANBARU,2023-06-22
MH6N10073,SJ/SMR/MT/23/VI/1405,IDM KLATEN,2023-06-22
MH6N14301,SJ/SMR/MT/23/VI/1406,IDM BEKASI,2023-06-22
MH6N09157,SJ/SMR/MT/23/VI/1407,IDM BENGKULU,2023-06-22
OH6N64591,SJ/SMR/MT/23/VI/1424,IDM PONTIANAK BARU,2023-06-26
QH6N90424,SJ/SMR/MT/23/VI/1425,IDG CIPINANG,2023-06-26
QH6N02209,SJ/SMR/MT/23/VI/1426,IDG KEMAYORAN,2023-06-26
AH6N40461,SJ/SMR/MT/23/VI/1303,IDM PONTIANAK BARU,2023-06-12
AH6N31188,SJ/SMR/MT/23/VI/1304,IDM MANADO BARU,2023-06-12
AH6N29459,SJ/SMR/MT/23/VI/1305,IDM PARUNG,2023-06-12
AH6N35143,SJ/SMR/MT/23/VI/1306,IDM PALOPO,2023-06-12
CH6N69831,SJ/SMR/MT/23/VI/1307,IDG JAMBI,2023-06-12
CH6N69831,SJ/SMR/MT/23/VI/1307,IDG JAMBI,2023-06-12
LH6N82357,SJ/SMR/MT/23/VI/1383,IDM BANJARMASIN,2023-06-21
LH6N82357,SJ/SMR/MT/23/VI/1383,IDM BANJARMASIN,2023-06-21
QH6N04560,SJ/SMR/MT/23/VI/1429,IDG YOGYA,2023-06-27
QH6N08287,SJ/SMR/MT/23/VI/1433,IDG JAMBI,2023-06-27
RH6N43473,SJ/SMR/MT/23/VI/1443,IDG SAMARINDA,2023-06-28
3H7N66184,SJ/SMR/MT/23/VII/1469,IDG CIPUTAT,2023-07-04
3H7N70946,SJ/SMR/MT/23/VII/1470,IDG KEMAYORAN,2023-07-04
3H7N74460,SJ/SMR/MT/23/VII/1481,IDG JAMBI,2023-07-04
3H7N74460,SJ/SMR/MT/23/VII/1481,IDG JAMBI,2023-07-04
3H7N76230,SJ/SMR/MT/23/VII/1484,IDG JAMBI,2023-07-04
4H7N03723,SJ/SMR/MT/23/VII/1491,IDG LAMPUNG,2023-07-04
5H7N37302,SJ/SMR/MT/23/VII/1502,IDG MANADO,2023-07-05
5H7N37302,SJ/SMR/MT/23/VII/1502,IDG MANADO,2023-07-05
5H7N10468,SJ/SMR/MT/23/VII/1503,IDG MEDAN,2023-07-05
6H7N62684,SJ/SMR/MT/23/VII/1511,IDG CIKOKOL,2023-07-06
6H7N62684,SJ/SMR/MT/23/VII/1511,IDG CIKOKOL,2023-07-06
6H7N61668,SJ/SMR/MT/23/VII/1512,IDG CIPUTAT,2023-07-06
6H7N53465,SJ/SMR/MT/23/VII/1513,IDM SURABAYA,2023-07-06
6H7N53465,SJ/SMR/MT/23/VII/1513,IDM SURABAYA,2023-07-06
6H7N53952,SJ/SMR/MT/23/VII/1514,IDM BOGOR 1,2023-07-06
TH6N91839,SJ/SMR/MT/23/VI/1461,IDG CIPUTAT,2023-06-30
BH7N82727,SJ/SMR/MT/23/VII/1556,IDG LAMPUNG,2023-07-11
BH7N82727,SJ/SMR/MT/23/VII/1556,IDG LAMPUNG,2023-07-11
7H7N77689,SJ/SMR/MT/23/VII/1533,IDM BOGOR 2,2023-07-07
TH6N85903,SJ/SMR/MT/23/VI/1460,IDM JEMBER,2023-07-07
TH6N91279,SJ/SMR/MT/23/VI/1463,IDM BANDUNG,2023-06-30
TH6N91279,SJ/SMR/MT/23/VI/1463,IDM BANDUNG,2023-06-30
TH6N87412,SJ/SMR/MT/23/VI/1464,IDM TANGERANG 1,2023-06-30
TH6N87412,SJ/SMR/MT/23/VI/1464,IDM TANGERANG 1,2023-06-30
TH6N85626,SJ/SMR/MT/23/VI/1465,IDM PARUNG,2023-06-30
6H7N53951,SJ/SMR/MT/23/VII/1515,IDM BOGOR 1,2023-07-06
6H7N51435,SJ/SMR/MT/23/VII/1516,IDM PALEMBANG,2023-07-06
6H7N54923,SJ/SMR/MT/23/VII/1517,IDM LAMPUNG,2023-07-06
6H7N47600,SJ/SMR/MT/23/VII/1518,IDM PALOPO,2023-07-06
6H7N52489,SJ/SMR/MT/23/VII/1519,IDM JAKARTA 1,2023-07-06
6H7N42714,SJ/SMR/MT/23/VII/1520,IDG BINTARA,2023-07-06
6H7N42714,SJ/SMR/MT/23/VII/1520,IDG BINTARA,2023-07-06
6H7N42714,SJ/SMR/MT/23/VII/1520,IDG BINTARA,2023-07-06
6H7N47394,SJ/SMR/MT/23/VII/1521,IDM GRESIK,2023-07-06
6H7N46298,SJ/SMR/MT/23/VII/1522,IDM BOGOR 2,2023-07-06
6H7N46298,SJ/SMR/MT/23/VII/1522,IDM BOGOR 2,2023-07-06
6H7N46299,SJ/SMR/MT/23/VII/1523,IDM BOGOR 2,2023-07-06
6H7N48504,SJ/SMR/MT/23/VII/1524,IDM TANGERANG 1,2023-07-06
8H7N05834,SJ/SMR/MT/23/VII/1540,IDM LEBAK,2023-07-10
EH7N52010,SJ/SMR/MT/23/VII/1599,IDM CIREBON,2023-07-14
EH7N52010,SJ/SMR/MT/23/VII/1599,IDM CIREBON,2023-07-14
EH7N48526,SJ/SMR/MT/23/VII/1598,IDM BENGKULU,2023-07-14
DH7N15514,SJ/SMR/MT/23/VII/1573,IDG CIPINANG,2023-07-13
DH7N18691,SJ/SMR/MT/23/VII/1574,IDM BOGOR 2,2023-07-13
DH7N18690,SJ/SMR/MT/23/VII/1575,IDM BOGOR 2,2023-07-13
DH7N18690,SJ/SMR/MT/23/VII/1575,IDM BOGOR 2,2023-07-13
DH7N18690,SJ/SMR/MT/23/VII/1575,IDM BOGOR 2,2023-07-13
DH7N18166,SJ/SMR/MT/23/VII/1576,IDM PALOPO,2023-07-13
DH7N18166,SJ/SMR/MT/23/VII/1576,IDM PALOPO,2023-07-13
DH7N21704,SJ/SMR/MT/23/VII/1577,IDM MEDAN,2023-07-13
DH7N20780,SJ/SMR/MT/23/VII/1578,IDM PEKANBARU,2023-07-13
DH7N23471,SJ/SMR/MT/23/VII/1579,IDM PARUNG,2023-07-13
DH7N23125,SJ/SMR/MT/23/VII/1580,IDM TANGERANG 1,2023-07-13
DH7N24340,SJ/SMR/MT/23/VII/1581,IDM LAMPUNG,2023-07-13
DH7N24340,SJ/SMR/MT/23/VII/1581,IDM LAMPUNG,2023-07-13
DH7N24340,SJ/SMR/MT/23/VII/1581,IDM LAMPUNG,2023-07-13
DH7N24340,SJ/SMR/MT/23/VII/1581,IDM LAMPUNG,2023-07-13
DH7N24339,SJ/SMR/MT/23/VII/1582,IDM LAMPUNG,2023-07-13
DH7N25494,SJ/SMR/MT/23/VII/1583,IDM JAKARTA 1,2023-07-13
DH7N24756,SJ/SMR/MT/23/VII/1584,IDM JEMBER,2023-07-13
DH7N23499,SJ/SMR/MT/23/VII/1585,IDM TANGERANG 2,2023-07-13
DH7N23499,SJ/SMR/MT/23/VII/1585,IDM TANGERANG 2,2023-07-13
DH7N27549,SJ/SMR/MT/23/VII/1586,IDM PALEMBANG,2023-07-13
DH7N26005,SJ/SMR/MT/23/VII/1587,IDM BANDUNG,2023-07-13
DH7N26005,SJ/SMR/MT/23/VII/1587,IDM BANDUNG,2023-07-13
DH7N34713,SJ/SMR/MT/23/VII/1588,IDG CIPUTAT,2023-07-13
FH7N77784,SJ/SMR/MT/23/VII/1607,IDM JOMBANG,2023-07-17
FH7N79145,SJ/SMR/MT/23/VII/1608,IDM PURWAKARTA,2023-07-17
IH7N43187,SJ/SMR/MT/23/VII/1619,IDG BOGOR,2023-07-18
IH7N43789,SJ/SMR/MT/23/VII/1620,IDG SAMARINDA,2023-07-18
IH7N44275,SJ/SMR/MT/23/VII/1621,IDG CIPUTAT,2023-07-18
IH7N49456,SJ/SMR/MT/23/VII/1622,IDG CIKOKOL,2023-07-18
OH7N70427,SJ/SMR/MT/23/VII/1681,IDG CIPINANG,2023-07-24
OH7N76842,SJ/SMR/MT/23/VII/1682,IDG CIPUTAT,2023-07-24
JH7N67741,SJ/SMR/MT/23/VII/1626,IDM TANGERANG 1,2023-07-20
JH7N63495,SJ/SMR/MT/23/VII/1638,IDG BINTARA,2023-07-20
JH7N68752,SJ/SMR/MT/23/VII/1639,IDM JAKARTA 1,2023-07-20
JH7N66191,SJ/SMR/MT/23/VII/1640,IDM BEKASI,2023-07-20
JH7N66189,SJ/SMR/MT/23/VII/1641,IDM BEKASI,2023-07-20
JH7N66800,SJ/SMR/MT/23/VII/1642,IDM LEBAK,2023-07-20
JH7N72907,SJ/SMR/MT/23/VII/1643,IDM MEDAN,2023-07-20
JH7N72907,SJ/SMR/MT/23/VII/1643,IDM MEDAN,2023-07-20
JH7N68438,SJ/SMR/MT/23/VII/1644,IDM CIREBON,2023-07-20
JH7N69564,SJ/SMR/MT/23/VII/1645,IDM JEMBER,2023-07-20
JH7N70879,SJ/SMR/MT/23/VII/1646,IDM PALOPO,2023-07-20
JH7N75562,SJ/SMR/MT/23/VII/1647,IDM PALEMBANG,2023-07-20
JH7N70905,SJ/SMR/MT/23/VII/1648,IDM GRESIK,2023-07-20
JH7N71271,SJ/SMR/MT/23/VII/1649,IDM GRESIK,2023-07-20
JH7N73498,SJ/SMR/MT/23/VII/1650,IDM BOGOR 1,2023-07-20
JH7N73497,SJ/SMR/MT/23/VII/1651,IDM BOGOR 1,2023-07-20
LH7N04521,SJ/SMR/MT/23/VII/1665,IDM PONTIANAK BARU,2023-07-21
LH7N10206,SJ/SMR/MT/23/VII/1666,IDM KLATEN,2023-07-21
LH7N10195,SJ/SMR/MT/23/VII/1667,IDM KLATEN,2023-07-21
PH7N93444,SJ/SMR/MT/23/VII/1689,IDM PONTIANAK BARU,2023-07-25
PH7N93444,SJ/SMR/MT/23/VII/1689,IDM PONTIANAK BARU,2023-07-25
RH7N60017,SJ/SMR/MT/23/VII/1707,IDM TANGERANG 2,2023-07-27
RH7N59805,SJ/SMR/MT/23/VII/1708,IDM BOGOR 2,2023-07-27
RH7N59804,SJ/SMR/MT/23/VII/1709,IDM BOGOR 2,2023-07-27
RH7N60839,SJ/SMR/MT/23/VII/1710,IDM BOGOR 1,2023-07-27
RH7N61690,SJ/SMR/MT/23/VII/1711,IDM MEDAN,2023-07-27
RH7N61690,SJ/SMR/MT/23/VII/1711,IDM MEDAN,2023-07-27
RH7N61666,SJ/SMR/MT/23/VII/1712,IDM TANGERANG 1,2023-07-27
RH7N59528,SJ/SMR/MT/23/VII/1713,IDM KLATEN,2023-07-27
RH7N59528,SJ/SMR/MT/23/VII/1713,IDM KLATEN,2023-07-27
RH7N62335,SJ/SMR/MT/23/VII/1714,IDM JEMBER,2023-07-27
RH7N58497,SJ/SMR/MT/23/VII/1715,IDM PALOPO,2023-07-27
RH7N63403,SJ/SMR/MT/23/VII/1716,IDM PARUNG,2023-07-27
RH7N64886,SJ/SMR/MT/23/VII/1717,IDM LAMPUNG,2023-07-27
RH7N65688,SJ/SMR/MT/23/VII/1718,IDM JAKARTA 1,2023-07-27
RH7N64908,SJ/SMR/MT/23/VII/1719,IDM MALANG,2023-07-27
RH7N64909,SJ/SMR/MT/23/VII/1720,IDM MALANG,2023-07-27
RH7N68451,SJ/SMR/MT/23/VII/1721,IDM SEMARANG,2023-07-27
RH7N67929,SJ/SMR/MT/23/VII/1722,IDM SURABAYA,2023-07-27
RH7N67930,SJ/SMR/MT/23/VII/1723,IDM SURABAYA,2023-07-27
RH7N77715,SJ/SMR/MT/23/VII/1724,IDG CIKOKOL,2023-07-27
VH7N48799,SJ/SMR/MT/23/VII/1736,IDG BINTARA,2023-07-31
TH7N43475,SJ/SMR/MT/23/VII/1737,IDG PONTIANAK,2023-07-31
TH7N43475,SJ/SMR/MT/23/VII/1737,IDG PONTIANAK,2023-07-31
TH7N45069,SJ/SMR/MT/23/VII/1738,IDG SOLO,2023-07-31
TH7N24901,SJ/SMR/MT/23/VII/1739,IDM BEKASI,2023-07-31
TH7N24902,SJ/SMR/MT/23/VII/1740,IDM BEKASI,2023-07-31
1H8N73052,SJ/SMR/MT/23/VII/1760,IDM PONTIANAK BARU,2023-08-01
1H8N73052,SJ/SMR/MT/23/VII/1760,IDM PONTIANAK BARU,2023-08-01
1H8N91077,SJ/SMR/MT/23/VII/1761,IDG YOGYA,2023-08-01
HH8N21469  ,SJ/SMR/MT/23/VIII/1937,IDG BATAM,2023-08-31
HH8N21474  ,SJ/SMR/MT/23/VIII/1938,IDG BATAM,2023-08-31
